fldNpdidField,fldName,dscNpdidDiscovery,dscName,dscResInclInDiscoveryName,dscNpdidResInclInDiscovery,dscIncludedInFld,dscHcType,fldHcType,dscCurrentActivityStatus,fldCurrentActivityStatus,flddscLabel,dscFactUrl,fldFactUrl,flddscAreaGeometryWKT_ED50
1035937,"GRANE",44216,"25/11-15 GRANE",,,"YES","OIL",OIL,"PRODUCING","PRODUCING","GRANE","http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44216","http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=1035937","MULTIPOLYGON(((2.4998139 59.2250028,2.499375 59.2238083,2.4957361 59.2225444,2.4922778 59.21925,2.49275 59.2183917,2.4927778 59.2163583,2.4918722 59.2158889,2.4912778 59.2148694,2.4917944 59.2108889,2.4931722 59.2103472,2.4921167 59.2095611,2.4928972 59.2084694,2.4926139 59.2069861,2.4904833 59.2068972,2.4868667 59.2040722,2.4877889 59.2036056,2.4870444 59.2024306,2.4882806 59.2012639,2.4882833 59.2,2.484775 59.2,2.4833333 59.1990167,2.4833333 59.1973917,2.4788083 59.1931806,2.4799 59.1915444,2.4771611 59.1914556,2.4780861 59.1905972,2.4768833 59.1897361,2.4750611 59.1893361,2.472175 59.1887778,2.4714222 59.1883056,2.4685306 59.1882944,2.467175 59.1871944,2.4650611 59.1860917,2.4646361 59.1842167,2.4637611 59.1817139,2.4624 59.1810806,2.4624111 59.1803778,2.461975 59.1791278,2.4645806 59.1779639,2.4632361 59.1763194,2.4649306 59.175075,2.46695 59.1724278,2.4656 59.1711722,2.4660639 59.1706278,2.4630583 59.1681944,2.4659944 59.1653139,2.4647889 59.1645278,2.4642139 59.1624944,2.463025 59.1606917,2.4622611 59.1608472,2.4609111 59.1595917,2.4616833 59.1588889,2.4598861 59.1571667,2.460975 59.1556056,2.4607333 59.1537889,2.4617944 59.1508944,2.4592111 59.1501889,2.4594361 59.1501306,2.4597806 59.1497278,2.4608056 59.14915,2.4619417 59.148575,2.4624111 59.147475,2.4622028 59.1464889,2.4630028 59.1456806,2.4621139 59.1448111,2.4612139 59.1448028,2.4595389 59.1435194,2.4577472 59.1427611,2.4520111 59.1416361,2.4498972 59.1397694,2.4491167 59.1391861,2.4478889 59.1384278,2.444125 59.13395,2.4417972 59.1314472,2.4417 59.1305194,2.4424972 59.1300583,2.4419444 59.1293611,2.4429667 59.1287833,2.4418583 59.1276194,2.4402806 59.1276139,2.4375639 59.1282389,2.4372306 59.1278917,2.439075 59.1255222,2.4369556 59.1240056,2.4338472 59.1210361,2.4331722 59.120975,2.4323972 59.1201583,2.43285 59.1199306,2.4320833 59.1186472,2.4325389 59.1183056,2.4315389 59.1174889,2.4321083 59.1172028,2.4306611 59.1160361,2.4325917 59.1151722,2.4323861 59.1140139,2.4351139 59.1125194,2.4377194 59.111775,2.4399694 59.1121333,2.4409833 59.1121972,2.4423333 59.1123722,2.4446944 59.1127889,2.4473778 59.1140778,2.4501611 59.1162333,2.4517472 59.1158361,2.4537417 59.1179889,2.4565639 59.1176528,2.4577861 59.1188167,2.4588028 59.1187639,2.46215 59.1210417,2.4641556 59.1226111,2.4638083 59.1231333,2.4621083 59.12365,2.4632278 59.1242333,2.4666194 59.1236083,2.4670611 59.1241917,2.4679667 59.1240778,2.4689611 59.1253583,2.4707583 59.1258278,2.4722139 59.1265306,2.4735472 59.1278694,2.4713944 59.1284417,2.4703667 59.1292444,2.4715972 59.1299472,2.4737333 59.1304778,2.4752083 59.1299056,2.47645 59.1297333,2.4772361 59.1299139,2.4858444 59.1275139,2.4861528 59.1294833,2.48585 59.1306833,2.4902028 59.1313167,2.4918444 59.132175,2.4931972 59.1321806,2.4969444 59.1330444,2.49975 59.1366111,2.4997333 59.1376917,2.4982167 59.1386139,2.4992583 59.1393917,2.4985972 59.1434861,2.4976833 59.1441778,2.4972194 59.1450278,2.4990194 59.1454972,2.4990111 59.1459611,2.4943306 59.1471028,2.4944528 59.1490361,2.4930861 59.1498028,2.4957722 59.1515111,2.4959111 59.1522861,2.498125 59.1550778,2.496 59.1563083,2.4968833 59.1577028,2.4982167 59.159175,2.500475 59.1591083,2.5001639 59.1598778,2.5013556 59.1607333,2.498475 59.1620361,2.4995083 59.1635083,2.5011583 59.163825,2.5019 59.1646806,2.500075 59.1658333,2.5008222 59.1662972,2.5041389 59.165925,2.5045861 59.1662361,2.506375 59.1674806,2.5057639 59.1680194,2.5068139 59.1684083,2.5072583 59.16895,2.5061889 59.1700278,2.5060222 59.1711889,2.5072111 59.1721194,2.5070444 59.1732778,2.5091472 59.1737528,2.5095833 59.1747556,2.5077528 59.17645,2.5094056 59.1766889,2.5115 59.177625,2.5136 59.1780972,2.5145083 59.1778667,2.5182917 59.1764917,2.5199417 59.1770361,2.5223639 59.1761972,2.5250417 59.1783722,2.5250278 59.1795278,2.526225 59.1800778,2.5281861 59.1798528,2.5296889 59.1800111,2.5307306 59.1808611,2.5320861 59.1810222,2.5328361 59.1812583,2.5326778 59.1816444,2.5340278 59.1821139,2.5352333 59.1821944,2.5374722 59.1835167,2.5376111 59.1844444,2.5392639 59.1848361,2.5410528 59.1860806,2.5407333 59.1875444,2.5410194 59.1885528,2.5416139 59.189175,2.5413056 59.1897917,2.5415972 59.1904111,2.5418889 59.1911083,2.540225 59.1916417,2.5402194 59.1921056,2.5408194 59.1923417,2.5417111 59.1933472,2.5416944 59.1945083,2.5422889 59.1949722,2.5421278 59.1957472,2.5408972 59.197675,2.5429833 59.1994583,2.5434222 59.2005417,2.5426611 59.2011611,2.5412972 59.2016944,2.5397806 59.2023083,2.539325 59.2026944,2.5387167 59.2029222,2.5387056 59.20385,2.5380972 59.2041583,2.5376361 59.20485,2.5364167 59.2059278,2.5347528 59.2063111,2.5337028 59.206075,2.53175 59.205525,2.5291861 59.2055944,2.5273722 59.20605,2.5250972 59.2069694,2.5249389 59.2075111,2.5232667 59.2085889,2.5219 59.2093556,2.5208306 59.2103583,2.5203667 59.2112056,2.519375 59.2113639,2.5167472 59.2125444,2.5164444 59.2134361,2.5164167 59.2153694,2.5178472 59.2166667,2.519925 59.2166667,2.5218917 59.2180444,2.5246583 59.2191111,2.5252 59.218975,2.5248528 59.2180556,2.5249528 59.2173194,2.5239639 59.2164306,2.525 59.2161028,2.5244306 59.2156917,2.5295472 59.2142667,2.5310722 59.2141583,2.5318306 59.2143139,2.5335083 59.2139333,2.5341139 59.2142444,2.5349528 59.2140528,2.5352556 59.21425,2.5361694 59.2140972,2.5366222 59.2144083,2.5381472 59.2141417,2.539125 59.2149278,2.5431694 59.2140806,2.5482417 59.2154361,2.5482361 59.2159194,2.5496556 59.2159278,2.5505944 59.2166556,2.5520194 59.2162972,2.5544917 59.2174611,2.5535389 59.2178194,2.5543556 59.2187361,2.5575417 59.2195361,2.5596806 59.2190556,2.5607472 59.2189361,2.5686278 59.2229722,2.5695667 59.2237028,2.5700222 59.2252806,2.5740556 59.2246889,2.5735861 59.2243833,2.5721694 59.2239528,2.5723 59.2231028,2.5705444 59.2213361,2.5710528 59.2184861,2.573075 59.2178889,2.5729694 59.2167333,2.5744056 59.2155222,2.5770139 59.2152278,2.5817306 59.2168222,2.5826778 59.2168222,2.5830361 59.2167056,2.5832806 59.2159167,2.5851833 59.2153778,2.5874306 59.2155028,2.5886083 59.215875,2.5911833 59.2183694,2.5918889 59.2189167,2.5919972 59.2198306,2.5905694 59.2201889,2.5906861 59.2204333,2.5936444 59.2205611,2.5987028 59.2233694,2.5997472 59.225375,2.601125 59.2289,2.5980333 59.2299222,2.5973139 59.2307139,2.5957667 59.2312556,2.5945861 59.2310667,2.5926806 59.2317889,2.5903028 59.2326917,2.5893556 59.2324472,2.5882861 59.2328694,2.58875 59.2337806,2.5837611 59.2347361,2.5825833 59.2343056,2.5822417 59.2332111,2.5825056 59.2309694,2.5819278 59.2298139,2.5785972 59.2308972,2.5746722 59.2322167,2.5737194 59.2327611,2.572525 59.2333028,2.5746306 59.2354972,2.5735583 59.2361,2.5723778 59.2357889,2.5703417 59.2375444,2.5671556 59.2365028,2.5660833 59.2369222,2.568075 59.2386889,2.5655806 59.2392278,2.5629806 59.2387361,2.5635806 59.2380667,2.5622889 59.237275,2.56015 59.2376333,2.5610833 59.2387889,2.5607194 59.2395167,2.5595333 59.2396361,2.5577639 59.2390222,2.5563583 59.2378,2.5575611 59.2364694,2.5572083 59.2361056,2.5549611 59.2359167,2.5535333 59.2363972,2.5530306 59.2384556,2.55325 59.2397944,2.5547778 59.2408333,2.5576111 59.2417528,2.5591444 59.2421833,2.5588917 59.2433361,2.5574583 59.2442389,2.5546 59.2453222,2.5502028 59.2463417,2.543925 59.2462583,2.5415639 59.2454611,2.5411028 59.2444889,2.5411111 59.2438194,2.5418333 59.2431528,2.5380833 59.2399833,2.5248444 59.23775,2.5236694 59.2370806,2.5235667 59.2359861,2.5244083 59.2350806,2.5252472 59.2343528,2.5263222 59.2336889,2.5264556 59.2327194,2.5213917 59.2305139,2.5182139 59.2291056,2.5126583 59.2282972,2.5076889 59.2280361,2.5037667 59.2289306,2.5014278 59.2268556,2.4999778 59.2250028,2.4998528 59.2250028,2.4998139 59.2250028,2.4998139 59.2250028)))"
20460988,"KNARR",21124644,"34/3-3 S","34/3-1 S KNARR",4999474,"YES","OIL",OIL,"INCLUDED IN OTHER DISCOVERY","PDO APPROVED","KNARR","http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21124644","http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=20460988","MULTIPOLYGON(((2.7084 61.7845,2.7084 61.7846,2.7085 61.7846,2.7086 61.7846972,2.7086 61.7848028,2.7086 61.7849,2.7086 61.785,2.7085 61.7851,2.7084 61.7851,2.7084 61.7851972,2.7083 61.7851972,2.7082 61.7853,2.7083 61.7853,2.7084 61.7853,2.7085 61.7854,2.7085 61.7855,2.7086 61.7855,2.7087 61.7856,2.7088 61.7856,2.7088 61.7857028,2.7089 61.7858,2.709 61.7858,2.709 61.7859,2.7091 61.7859,2.7092 61.7859,2.7093 61.786,2.7094 61.786,2.7095 61.7860972,2.7097 61.7860972,2.7098 61.7862028,2.7099 61.7862028,2.71 61.7863,2.7102 61.7863,2.7102 61.7864,2.7103 61.7864,2.7104 61.7865,2.7105 61.7865,2.7105 61.7865972,2.7106 61.7865972,2.7107 61.7867,2.7107 61.7868,2.7108 61.7868,2.7108 61.7869,2.7109 61.7869,2.7109 61.787,2.711 61.787,2.7111 61.7871028,2.7111 61.7872,2.7112 61.7872,2.7112 61.7873,2.7113 61.7873,2.7113 61.7874,2.7114 61.7874,2.7115 61.7874972,2.7116 61.7876028,2.7117 61.7877,2.7118 61.7878,2.7119 61.7879,2.7119 61.7879972,2.712 61.7879972,2.7121 61.7879972,2.7121 61.7881,2.7121 61.7882,2.7122 61.7882,2.7123 61.7883,2.7124 61.7884,2.7125 61.7885028,2.7126 61.7885028,2.7126 61.7886,2.7127 61.7887,2.7127 61.7888,2.7128 61.7888,2.7128 61.7888972,2.7129 61.7890028,2.7129 61.7891,2.7129 61.7892,2.713 61.7893,2.7131 61.7893,2.7131 61.7893972,2.7131 61.7895,2.7132 61.7896,2.7132 61.7897,2.7132 61.7898,2.7132 61.7899028,2.7133 61.7899028,2.7133 61.79,2.7134 61.79,2.7134 61.7901,2.7136 61.7901,2.7137 61.7902,2.7138 61.7902,2.7139 61.7902,2.714 61.7902972,2.7142 61.7902972,2.7144 61.7904028,2.7145 61.7904028,2.7146 61.7905,2.7147 61.7906,2.7148 61.7906,2.7149 61.7906,2.715 61.7907,2.7151 61.7907,2.7152 61.7907,2.7153 61.7907972,2.7154 61.7909,2.7155 61.7909,2.7156 61.791,2.7157 61.791,2.7158 61.7911,2.7159 61.7911,2.716 61.7911,2.7161 61.7912,2.7162 61.7912,2.7162 61.7913028,2.7163 61.7913028,2.7164 61.7913028,2.7165 61.7914,2.7166 61.7914,2.7168 61.7915,2.717 61.7915,2.7171 61.7916,2.7172 61.7916,2.7173 61.7916972,2.7174 61.7916972,2.7175 61.7918028,2.7176 61.7918028,2.7177 61.7919,2.7177 61.792,2.7178 61.792,2.7178 61.7921,2.7179 61.7921,2.7179 61.7921972,2.718 61.7923,2.7181 61.7923,2.7182 61.7924,2.7183 61.7924,2.7183 61.7925,2.7185 61.7925,2.7186 61.7926,2.7187 61.7926,2.7189 61.7926,2.7189 61.7927028,2.719 61.7927028,2.7191 61.7927028,2.7192 61.7928,2.7193 61.7928,2.7195 61.7929,2.7196 61.7929,2.7198 61.793,2.7199 61.7930972,2.72 61.7930972,2.7201 61.7930972,2.7202 61.7930972,2.7203 61.7932028,2.7204 61.7932028,2.7204 61.7933,2.7205 61.7933,2.7205 61.7934,2.7206 61.7934,2.7207 61.7934,2.7207 61.7935,2.7208 61.7935,2.7208 61.7935972,2.7208 61.7937,2.7208 61.7938,2.7209 61.7938,2.7209 61.7939,2.7209 61.794,2.721 61.7941028,2.721 61.7942,2.7211 61.7942,2.7211 61.7943,2.7212 61.7944,2.7213 61.7944,2.7213 61.7944972,2.7214 61.7946028,2.7215 61.7947,2.7216 61.7948,2.7216 61.7949,2.7217 61.7949972,2.7217 61.7951,2.7217 61.7952,2.7218 61.7953,2.7217 61.7953,2.7217 61.7954,2.7218 61.7954,2.7218 61.7955028,2.7218 61.7956,2.7218 61.7957,2.7218 61.7958,2.7219 61.7958972,2.7219 61.7960028,2.7219 61.7961,2.7219 61.7962,2.7219 61.7963,2.7219 61.7963972,2.7219 61.7965,2.7218 61.7966,2.7218 61.7967,2.7217 61.7968,2.7216 61.7969028,2.7216 61.797,2.7215 61.797,2.7215 61.7971,2.7215 61.7972,2.7215 61.7972972,2.7214 61.7972972,2.7214 61.7974028,2.7214 61.7975,2.7213 61.7975,2.7212 61.7976,2.7211 61.7977,2.7209 61.7977,2.7208 61.7977972,2.7207 61.7977972,2.7206 61.7979,2.7205 61.7979,2.7205 61.798,2.7204 61.798,2.7204 61.7981,2.7203 61.7981,2.7202 61.7981,2.7202 61.7982,2.7201 61.7982,2.7201 61.7983028,2.72 61.7983028,2.72 61.7984,2.7198 61.7985,2.7198 61.7986,2.7198 61.7986972,2.7197 61.7986972,2.7197 61.7988028,2.7197 61.7989,2.7197 61.799,2.7196 61.799,2.7196 61.7991,2.7195 61.7991972,2.7195 61.7993,2.7194 61.7994,2.7194 61.7995,2.7193 61.7995,2.7193 61.7996,2.7192 61.7996,2.7192 61.7997028,2.7191 61.7997028,2.7191 61.7998,2.719 61.7998,2.719 61.7999,2.7189 61.8,2.7189 61.8000972,2.7188 61.8000972,2.7188 61.8002028,2.7188 61.8003,2.7188 61.8004,2.7188 61.8005,2.7188 61.8005972,2.7189 61.8007,2.7189 61.8008,2.719 61.8009,2.7189 61.801,2.7189 61.8011028,2.7188 61.8012,2.7188 61.8013,2.7188 61.8014,2.7187 61.8014,2.7187 61.8014972,2.7186 61.8014972,2.7186 61.8016028,2.7185 61.8016028,2.7184 61.8017,2.7183 61.8017,2.7182 61.8017,2.7182 61.8018,2.7182 61.8019,2.7181 61.8019,2.7181 61.8019972,2.7181 61.8021,2.718 61.8021,2.7179 61.8022,2.7178 61.8022,2.7177 61.8022,2.7177 61.8023,2.7176 61.8023,2.7175 61.8023,2.7174 61.8023,2.7173 61.8023,2.7171 61.8024,2.717 61.8024,2.7169 61.8024,2.7168 61.8024,2.7167 61.8024,2.7165 61.8024,2.7163 61.8023,2.7162 61.8023,2.7161 61.8023,2.716 61.8023,2.7159 61.8023,2.7158 61.8023,2.7156 61.8023,2.7154 61.8023,2.7153 61.8022,2.7152 61.8022,2.7151 61.8022,2.715 61.8022,2.7149 61.8022,2.7148 61.8022,2.7147 61.8021,2.7146 61.8021,2.7144 61.8021,2.7143 61.8022,2.7142 61.8022,2.7141 61.8022,2.714 61.8022,2.7139 61.8022,2.7126 61.8025028,2.7118 61.8038,2.7119 61.8047,2.7126 61.8051,2.7133 61.8054,2.7135 61.8054,2.7136 61.8055,2.7137 61.8055,2.7138 61.8055,2.714 61.8056,2.7142 61.8056,2.7143 61.8056,2.7144 61.8056972,2.7145 61.8056972,2.7146 61.8056972,2.7147 61.8056972,2.7148 61.8056972,2.715 61.8056972,2.7152 61.8056972,2.7154 61.8056972,2.7155 61.8056972,2.7156 61.8056972,2.7157 61.8058028,2.7158 61.8058028,2.7159 61.8058028,2.7161 61.8058028,2.7163 61.8058028,2.7164 61.8058028,2.7165 61.8058028,2.7167 61.8059,2.7168 61.8059,2.7169 61.8059,2.7171 61.8059,2.7171 61.806,2.7172 61.806,2.7173 61.806,2.7174 61.8061,2.7175 61.8061,2.7176 61.8061972,2.7178 61.8063,2.7179 61.8064,2.718 61.8065,2.718 61.8066,2.7179 61.8066,2.7179 61.8067028,2.7178 61.8067028,2.7177 61.8067028,2.7176 61.8067028,2.7175 61.8067028,2.7174 61.8067028,2.7172 61.8067028,2.717 61.8067028,2.7169 61.8067028,2.7168 61.8067028,2.7167 61.8067028,2.7166 61.8067028,2.7165 61.8067028,2.7164 61.8067028,2.7163 61.8067028,2.7162 61.8067028,2.7161 61.8067028,2.7159 61.8066,2.7158 61.8066,2.7157 61.8066,2.7179 61.8077,2.7221 61.8084,2.7269 61.8096,2.7315 61.8121,2.7335 61.8138,2.7342 61.8148,2.7372 61.8174028,2.7402 61.8188028,2.7443 61.8188028,2.751 61.8186,2.758 61.818,2.761 61.8173,2.7556 61.8159,2.7499 61.8134,2.7425 61.8091,2.7367 61.8065,2.7344 61.8042,2.7318 61.8019,2.7285 61.7986972,2.7287 61.7954,2.7307 61.7924,2.7292 61.7915,2.7278 61.7907972,2.7229 61.7896,2.7175 61.7884,2.714 61.7874972,2.7084 61.7845)))"
1028599,"TAMBAR",43826,"1/3-3 TAMBAR",,,"YES","OIL",OIL,"PRODUCING","PRODUCING","TAMBAR","http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43826","http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=1028599","MULTIPOLYGON(((2.9673611 56.9591417,2.9668556 56.9598806,2.9641472 56.9617278,2.9621944 56.963825,2.9602806 56.9653861,2.9574889 56.9665194,2.9541833 56.9688806,2.9518778 56.9713583,2.9482917 56.9732278,2.9434944 56.9749667,2.9384111 56.9755972,2.9326583 56.9766083,2.9270833 56.9772861,2.9250056 56.9774389,2.9233833 56.9782111,2.9198361 56.9790833,2.9150528 56.979825,2.9105722 56.9797972,2.9063 56.9797778,2.9044944 56.9800944,2.9012306 56.9805611,2.9004722 56.9811389,2.9000722 56.9824306,2.9010139 56.9831722,2.9020583 56.9833333,2.9040639 56.9829528,2.906475 56.9827889,2.9089278 56.9833194,2.9140083 56.9831556,2.9196056 56.9833,2.9241722 56.9831583,2.927875 56.9830639,2.9303222 56.9828806,2.9330889 56.9827472,2.9346528 56.98265,2.9364806 56.9820667,2.9379139 56.98145,2.9394278 56.9810194,2.9419278 56.9801833,2.9446583 56.9797556,2.9464139 56.9797222,2.9474694 56.9799806,2.9477056 56.9802194,2.9478694 56.9806417,2.9475361 56.9809333,2.9462111 56.9811333,2.9431361 56.9823139,2.9403944 56.9843833,2.9380778 56.9853861,2.9370444 56.9870917,2.9373 56.9896444,2.936075 56.9911944,2.9354639 56.99285,2.9340528 56.9943,2.9356417 56.9946972,2.9366778 56.9943306,2.9387111 56.9936833,2.9410111 56.9931222,2.9421944 56.9921806,2.9444694 56.992375,2.9444722 56.994225,2.9447361 56.9958444,2.9465778 56.9964222,2.9506889 56.9944083,2.9541444 56.9935528,2.9574028 56.9921028,2.9567111 56.9904417,2.9583889 56.9894361,2.9605556 56.9884222,2.9613611 56.9876417,2.9599667 56.9864722,2.9597833 56.9854083,2.9585556 56.9852917,2.9561306 56.9859361,2.9540444 56.9856861,2.9543028 56.9844806,2.9571361 56.9824861,2.9615028 56.9798278,2.9636639 56.9782639,2.96625 56.9763194,2.9696222 56.9752222,2.9717222 56.9742194,2.9731833 56.9725694,2.9751944 56.9715194,2.9770833 56.9699833,2.9800722 56.9689444,2.98295 56.9674389,2.9848861 56.9665528,2.9868667 56.9657889,2.9887611 56.9642194,2.9902972 56.9618028,2.9913194 56.9593889,2.9954361 56.9594083,2.9971306 56.9589111,2.9982583 56.9582278,3.0008278 56.9577944,3.0033917 56.9563639,3.006675 56.9554361,3.0086917 56.9544639,3.0103806 56.9525333,3.0111222 56.9507778,3.0108694 56.9486806,3.0109667 56.9475417,3.012125 56.9464694,3.0124278 56.9451417,3.0129861 56.943775,3.0129444 56.9428111,3.0110806 56.9432222,3.0092306 56.9443944,3.0073028 56.94575,3.0036167 56.9470028,3.0018222 56.9481417,2.9969139 56.9482778,2.9955 56.9487333,2.9945278 56.9493917,2.9929778 56.9501,2.99265 56.9503278,2.9924556 56.9505667,2.9891583 56.9507,2.9874111 56.9502944,2.9868389 56.9495972,2.9863861 56.949325,2.9856778 56.9497444,2.9846944 56.9505778,2.9834056 56.9505806,2.9808167 56.9514972,2.9800278 56.9513361,2.977425 56.9534806,2.9746 56.9549111,2.9730611 56.9566167,2.9692583 56.9577778,2.9673611 56.9591417,2.9673611 56.9591417)))"
5774394,"GOLIAT",1340775,"7122/7-1 GOLIAT",,,"YES","OIL/GAS",OIL,"PDO APPROVED","PDO APPROVED","GOLIAT","http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1340775","http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=5774394","MULTIPOLYGON(((22.2996972 71.3018889,22.3026972 71.305275,22.3070278 71.3077694,22.3071472 71.3095472,22.3087306 71.3124917,22.3162833 71.3148194,22.3205694 71.316575,22.3220972 71.3186333,22.3128806 71.3191389,22.3101167 71.3193139,22.3053833 71.3177111,22.3009944 71.3143306,22.294675 71.309775,22.2893361 71.3059528,22.2820861 71.3011167,22.2748361 71.2962806,22.2721111 71.2970361,22.2680722 71.2988361,22.2653222 71.2991639,22.2606639 71.2986,22.255525 71.2977361,22.2575472 71.3004,22.2623389 71.3030389,22.2647278 71.3042056,22.2712528 71.3050472,22.275575 71.3075417,22.273825 71.3090278,22.2702139 71.3103944,22.2644889 71.3076167,22.2533222 71.3065028,22.2449 71.3049306,22.2388194 71.3037861,22.2346222 71.3032222,22.22985 71.3008722,22.2383944 71.2971194,22.2428694 71.2948611,22.2487472 71.2928861,22.2609444 71.2886667,22.2722611 71.2851778,22.2781111 71.2829139,22.2839667 71.2806556,22.2930472 71.2783667,22.2979917 71.2763972,22.300525 71.2728278,22.3030278 71.2689528,22.3046972 71.2662722,22.3049278 71.2628639,22.2965 71.2609944,22.2876667 71.2598639,22.2709972 71.2587889,22.2570639 71.2572556,22.2444778 71.2551194,22.2287167 71.2537472,22.20885 71.252975,22.1968111 71.2521667,22.1838944 71.2519528,22.1755556 71.2512667,22.1763583 71.2493278,22.1799806 71.2482611,22.1780306 71.2464972,22.1747278 71.2451944,22.1803 71.2458944,22.1830806 71.2461694,22.1890417 71.2456972,22.1931778 71.2455139,22.1982333 71.2453306,22.2037611 71.2452917,22.2074472 71.2452694,22.2125111 71.2452389,22.2157 71.2446278,22.2198278 71.2443167,22.2281194 71.2442639,22.2342639 71.2467278,22.2388528 71.2464139,22.2444083 71.2468194,22.2514028 71.2481083,22.2578694 71.2483583,22.2564417 71.2476194,22.2611056 71.2484889,22.2652417 71.2483056,22.2633333 71.2472833,22.2670167 71.2472528,22.2740139 71.2485417,22.2791556 71.2496944,22.2899194 71.2521361,22.2944806 71.2513667,22.2920972 71.2501972,22.2981556 71.2511972,22.3005667 71.2528083,22.3056944 71.2536611,22.3111944 71.2531889,22.3158111 71.2532972,22.3227722 71.2539833,22.3283333 71.2543944,22.3390222 71.2556528,22.3483 71.2564778,22.3520806 71.2577833,22.3553778 71.2587972,22.35785 71.2611611,22.3537 71.2611917,22.3500111 71.2612139,22.3468167 71.2616806,22.3445722 71.2625806,22.3469722 71.2639,22.3502917 71.2652139,22.3526778 71.2663806,22.3494417 71.2662583,22.3495222 71.2674417,22.3505667 71.2692111,22.3506917 71.2709889,22.3498833 71.2726222,22.3467972 71.2747278,22.3455667 71.2769556,22.3429139 71.2786111,22.3397667 71.2798167,22.3377361 71.2771611,22.33555 71.2789472,22.3325333 71.2820889,22.3313056 71.284325,22.3297333 71.2883389,22.3326861 71.2909861,22.3384361 71.2940611,22.3413194 71.2956694,22.344225 71.2975778,22.3479722 71.2982861,22.35375 71.30165,22.3575694 71.3034056,22.3604444 71.3048639,22.3637333 71.3055889,22.3685694 71.3086611,22.3753139 71.3124694,22.3687806 71.3116306,22.3697694 71.3125083,22.3712806 71.3142778,22.37415 71.3155972,22.3557611 71.3172,22.3510361 71.3157667,22.3416944 71.3144917,22.3374361 71.3130417,22.3284222 71.3096917,22.3202333 71.3048639,22.3111139 71.2998806,22.3052917 71.2957694,22.302825 71.2934194,22.2963306 71.2930139,22.2931389 71.293625,22.2946528 71.2955472,22.2996972 71.3018889,22.2996972 71.3018889)))"
43778,"NORNE",44942,"6608/10-2 NORNE",,,"YES","OIL/GAS",OIL/GAS,"PRODUCING","PRODUCING","NORNE","http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44942","http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43778","MULTIPOLYGON(((8.0399139 65.9906833,8.0352583 65.9902333,8.020475 66.0053639,8.020975 66.0066389,8.0227833 66.0086361,8.0250806 66.0097583,8.028225 66.0114056,8.0304222 66.0128333,8.0309361 66.0133361,8.0331444 66.0141361,8.0345083 66.0139472,8.0408944 66.0162722,8.0453389 66.0192417,8.0485472 66.0219583,8.0526556 66.0248861,8.0560083 66.0284806,8.0585417 66.0308389,8.0598778 66.0320889,8.061025 66.0328139,8.0613611 66.03325,8.0635167 66.0346056,8.0640667 66.0347361,8.0674306 66.0368583,8.0691417 66.0374917,8.0725861 66.0385278,8.0792861 66.044,8.0841722 66.0481111,8.0900889 66.0501639,8.0998806 66.0521917,8.1029472 66.0528333,8.1092528 66.054175,8.1132972 66.0551222,8.1180722 66.0559778,8.1186111 66.0526889,8.1170972 66.051575,8.1144222 66.0498417,8.1119444 66.0482417,8.108125 66.0439833,8.1131583 66.0410389,8.1108417 66.0378111,8.1077972 66.0356528,8.1038778 66.032875,8.1042722 66.0326917,8.1021111 66.0313333,8.0999528 66.029975,8.0977972 66.0286167,8.0960389 66.027175,8.0946833 66.0257639,8.0935278 66.0245583,8.0917694 66.0238194,8.0912139 66.0233611,8.0890528 66.0190056,8.0951972 66.0193639,8.1000806 66.0214,8.1019139 66.0212333,8.1031639 66.0211194,8.1091667 66.0181889,8.105825 66.0167778,8.10315 66.0163583,8.0989111 66.0156944,8.0954583 66.0151528,8.0891639 66.0136944,8.08475 66.0117722,8.0784833 66.0090472,8.0784 66.0087667,8.0763333 66.0079944,8.07365 66.006675,8.0647944 66.0020306,8.0645111 66.0018833,8.0616528 66.0007694,8.0584361 65.9993833,8.0540583 65.9975278,8.0523472 65.9963611,8.0515972 65.9955972,8.0505639 65.9949417,8.0494472 65.9942389,8.0473611 65.9926389,8.0451444 65.9927139,8.0437111 65.9923694,8.0429861 65.9920417,8.0408 65.9915861,8.0399139 65.9906833,8.0399139 65.9906833)))"
